Emotion,Text
joy,`이제 완성 된 사본을 보았으니 Susan에게 그것을 쓰도록 권유하게되어 기쁩니다. 
fear,우리 삶에 침투. 그래서 우리는 그들의 정치적 해결책을 받아들입니다. #포학 
joy,"좋은 생각! 피터, 마실 것 좀 써도 돼 "
sadness,장기적으로 우울한 산모의 자손은 아동기 우울증에 걸릴 가능성이 더 높습니다. 
neutral,내 휴대 전화 ? 
sadness,친한 친구가 다른 나라를 여행했습니다. 그가 몇 년 후에 돌아올 것이라는 것을 알았을 때 나는 매우 슬펐습니다. 
anger,그녀는 자살 한 것을 후회하며 가방을 파헤 치고 비누를 들고 나왔다. 
neutral,"나는 그렇게 생각한다. 예, 그들은 아주 잘 지냅니다. "
joy,"알았다 . 고마워요, 셜리. "
neutral,나를 따르라. 
joy,"Vitor는 웅크린 자세로 내려 갔고, 아이의 기뻐서 1 ~ 2 분 동안 장난감에 감탄했습니다. "
anger,나는 주말 동안 집에 갔고 돌아 왔을 때 내 옷과 침구가 도난당한 것을 발견했습니다. 
joy,그는 Ornette Coleman이 클럽에서 그의 플라스틱 색소폰으로 무료 재즈를 즉흥적으로 연주하는 것을 들었을 때 기분이 상쾌했습니다. 
sadness,1983 년 1 월 9 일 집에서 아버지가 식도암 병력으로 전날 돌아 가셨다는 메시지를 받았습니다. 이번에는 중등 학교 3 학년을하고있었습니다. 
fear,"비오는 날 내리막 길을 달리다가 갑자기 차문이 열렸고, 그것을 피하려고 애쓰다가 내 자전거 뒷바퀴가 트램 선로에 걸렸습니다. 나는 공중제비를했지만 부상은 없었다. "
anger,남자 친구가 아무것도하지 않는 동안 내가 모든 집안일을해야한다는 느낌을 받았을 때. 이것은 내가 열심히 공부해야 할 시험 기간에 일어났습니다. 
neutral,부모는 보통 우리나라에서 자녀에게 더 많은 자유를줍니다. 때때로 그들은 그들에게 너무 많은 자유를줍니다. 
joy,놀랍습니다. 태양은 거의 사라졌지 만 여전히 모든 곳에 색이 남아 있습니다! 
sadness,내 실수 . 
joy,그것은 또한 높은 소리의 말에 대한 야만적 인 즐거움 때문이었고 아마도 이것이 사용에 대한 가장 강력한 이유 일 것입니다. 
sadness,슬픔에 잠긴 미망인은 귀뚜라미 옷과 장비를 모두 파괴했습니다. 
joy,특별한 일을 하시나요? 
fear,Aston Villa는 좋은 성적을 거두고 있지만 Norwich 선수들에게 특별한 공포는 없습니다. 
sadness,"아니, 아니야. "
fear,"역사적 사건에 대한 연설을해야했을 때, 나도 몰랐던 내 또래 약 200 명의 청중들에게. "
fear,2 TIX TO TONIGHT 'S @OfficialPWG BUT NO FUCKING RIDE !!! 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 씨발 
fear,내가 아무 말도하지 않으면 거짓말이 될거야 나는 불편할 정도로 높은 목소리를 가진 성장하고 이성애자 남성이 무서워요. #WhyDoYouSoundLikeThat 
fear,"내가 군대에 입대하기 일주일 전, 우리가 선발되었을 때. 5 일 동안 하루에 10 시간 씩 답을 기다려야했는데 결국 최악이었습니다. 소집되는 것에 대한 두려움, 운명적인 구절을 듣는 것에 대한 두려움은 계속되었습니다. "
fear,내일을 두려워하지 않습니다. 어제 보았고 오늘을 사랑합니다 #less 
joy,1 년 만에 가족을 만났을 때. 
joy,"'불쌍한 것, 그들 자신의 삶은 없다'고 그들은 Mail이나 Express에서 최근의 '계시'를 파헤 치면서 동시에 스릴과 소름 끼치는 것이라고 말한다. "
joy,내가 몹시 놓친 가장 친한 친구 (남자 친구)를 공항에서 만났다. 
neutral,반대로 매우 흥미 롭습니다. 
fear,"Go this season need you, 단어는 너 없이는 일어날 수 없다 "
joy,당신이 입고있는 얼마나 멋진 넥타이! 
anger,나는 당신이 항상 내 옷을 입는 것에 지쳤습니다! 
joy,Queensland Chess Championship 우승. 
fear,파티 밖에서 아주 끔찍한 캐릭터와 마주 쳤습니다.-비열한 친구들로 가득 찬 차를 가리키며-위험에 빠졌습니다. 
fear,질문 : 당신은 또는 #Love의 세계에 살고 있습니까 
sadness,더 이상 참을 수 없어 집을 떠났을 때 매우 슬펐습니다. 후회하지는 않지만 여동생이 너무 그리 웠습니다. 이러한 감정은 시간이 지남에 따라 사라집니다. 
sadness,할머니가 돌아가 셨을 때 나는 어머니보다 그녀와 더 강한 관계를 가졌다. 
joy,결혼 생활은 어때? 
neutral,감사 . 
fear,Floyd Patterson은 현재의 치료에 대해 실망감을 표명했습니다. 
sadness,최악. 
sadness,내 친구는 오래 전에 어머니의 죽음으로 정신과 적 문제를 겪고 있습니다. 그는 정말 조용하고 어린 시절과 관련이 있기 때문에 그에게 슬픔을 느낍니다. 그는 정상적인 삶을 영위하지 않고 단지 불공평 해 보입니다. 
anger,"`젠장! ""그녀는 분노로 중얼 거 렸습니다. "
sadness,"나는 추위로 비참했지만, 내가 비참하다는 것을 인정할 준비가되어 있었지만, 내 비참이 추위와 관련이 있다는 것을 인정할 준비가되지 않았습니다. "
sadness,그녀가 길을 잃을 까봐 걱정됩니다. 
anger,다른 의료 복을받을 수 없다는 말을 들었을 때. 
anger,혐오감에 관해서. 
neutral,오. 
anger,친구를 추리 할 수 없을 때 화가났습니다. 
sadness,아이가 몸이 좋지 않다는 메시지를 받았을 때. 
joy,내가 처음 캠퍼스에 왔을 때. 
joy,남자 친구가 역에서 나를 만났을 때 나는 기뻤고 처음에는 그렇게하지 않겠다고 말했었다. 
neutral,누구 시죠? 
neutral,$ 50. 
fear,세상에 . 무슨 일이야? 우리는 죽어 가고 있습니까? 
joy,"메리 크리스마스, 빌! "
fear,집 근처 수위 상승 # 홍수 
sadness,"많은 부모들이 자식들과 헤어져서 비참했고, 어떤 이들은 그들의 불행에 대해 돈을 지불하는 것이 힘들었 기 때문에 마침내 그들을 집으로 돌려 주기로 결정했습니다. "
neutral,무슨 소리 야? 한 번 보자 .. 운세 란 무엇입니까? 
sadness,우울증 증상이 시작되기 전 달에 집중된 10 개의 침전물 목록에서 임상 적으로 우울증을 앓고있는 40 명의 환자에서 지리적 이동이 세 번째로 중요한 것으로 밝혀졌습니다. 
joy,걱정없는 파티 (예 : 시험 숙제 등 없음) 많은 친구들과 좋은 음악이 함께했습니다. 
neutral,실무 경험이 있다는 뜻 이죠? 
sadness,아니 . 경찰을 찾을 수 없었습니다. 
sadness,나에게 무슨 일이 일어 났는지 모르겠습니다. 방금 잃어 버렸어요. 
fear,"나는 이웃들이 비명을 지르는 소리를 들었을 때 잠을 자고 있었고, 창문을 통해 들여다 보니 이웃집에 들어 오려는 도둑을 보았습니다. "
joy,"나는 이전의 시계 줄이 마음에 들지 않았고, 내가 더 좋아졌고 기다려 왔던 새로운 것을 제공하는 전보를 받았을 때 기쁨을 느꼈다. "
sadness,나는 아기에게 모유 수유에 성공하지 못했습니다. 
neutral,죄송합니다 . 박물관이 얼마나 먼가요? 
sadness,내 고양이는 병으로 죽었습니다. 7 년 동안 우리와 함께했습니다. 사랑스러운 고양이였습니다. 1 ~ 2 주 동안 아팠고 수의사가 죽어 가고 있다고 말했습니다. 
sadness,빅토리아에서 온 아주 친한 친구가 휴일 동안 나를 방문했습니다. 짧은 10 일 동안 그의 회사를 매우 즐겼던 나는 그가 빅토리아로 돌아 가기 위해 떠났을 때 슬픔에 압도당했습니다. 
anger,다른 후원자가 들어 오려고 할 때 분노한 애인이 그를 향해 날아 갔다. 
fear,거미 곰 꾸러미를 좀 도둑질하다 잡혔어요. 
sadness,`낙담하지 마십시오. 
fear,금요일 밤에 Nijmegen을지나 펍이나 디스코에갑니다. 
anger,모든 정답을 얻고 자료를 알고 있었음에도 불구하고 중간 고사에서 좋지 않은 성적을 받았습니다. 나는 내 성적을 올리려고 TA에 갔지만 그는 그것을하지 않을 것입니다. 
neutral,그가 감옥에 있다는 말 못 들었어? 
joy,예쁜 ! 차라리 아름답다고 말하십시오. 그녀의 얼굴과 모습보다 완벽한 아름다움에 가까운 것이 상상할 수 있습니까? 
sadness,나는 아침 내내 계속해서 회의를 가졌다. 그리고 전화는 내가 사무실에 들어서 자마자 울려 퍼졌다. 
fear,그토록 사랑하는 사촌이있었습니다. 불행히도 그녀는 갑자기 돌아가 셨고 한 번은 그녀와 이야기하고 있었는데 그녀는 죽은 꿈을 꾸었습니다. 
sadness,독해 연습을 많이했고 영어 단어 암기에도 많은 시간을 할애했습니다. 
fear,바쁜 하루에 등을 돌렸을 때 경기를 보지 못하고 내가 녹화했으면 좋겠다는 생각이 들었습니다. 
joy,"분명히 Skipper는 착륙했고, 자신에게 매우 만족 스러웠고 그것에 비틀어 엄청난 돈을 던졌습니다. "
anger,남자 친구의 가장 친한 친구가 나를 소외시키고 남자 친구의 성격 변화와 그에 대한 남자 친구의 태도 변화와 그렇게함으로써 명백한 이기적 태도에 대해 나를 비난하는 것에 대해 분노합니다. 나는 또한 내 가장 친한 친구 중 한 명인 그의 여자 친구를 잃었습니다. 
anger,낯선 사람처럼 보이는 남자를 때리는 몇 사람을봤을 때. 
joy,당신의 부지런함을 칭찬하고 싶습니다. 
fear,"해밀턴 씨는 다음과 같이 말했습니다.`당신이 제게 말한 것에 대해 깊이 우려하고 있으며 정상적인 품위를 지키기 위해 즉각적인 조치를 취할 것을 요청합니다. "" "
neutral,당신은 다시는 말할 수 있습니다 ! 사람들이 상상하는 것보다 훨씬 더 현대적입니다. 넌 어느 나라에서 왔니 ? 
sadness,이모의 아이가 죽었을 때 (2 일) 슬퍼했던 기억이납니다. 
anger,뵙겠습니다. 
neutral,나는 그것이 멋진 날이라고 말했다. 산책하러 가는게 어때? 
sadness,내 친구가 멕시코에 영원히 간다고 들었습니다. 
fear,난 충분히 용감 했어 세상에서 태어났어 none 
neutral,뭐야? 
sadness,제 여동생은 쌍둥이 아들 (첫 조카) 중 한 명을 잃고 1 주일 후에 나이 많은 사람이 죽었습니다. 
neutral,언제 ? 
neutral,"예, SARS 전염병은 아직 효과적으로 통제되지 않았습니다. 그래서 위험을 감수하지 않는 것이 좋습니다. "
fear,두려워하지 않았다면 지금 당장 무엇을 하시겠습니까 ... 멈추지 마세요 !!!! 
anger,여동생이 임신을했기 때문에 중등 학교에서 퇴학 당했다는 사실을 알게되었을 때. 이것은 가족에서 두 번째로 일어난 일입니다. 그것은 처음으로 언니였습니다. 
anger,더 이상 당신과 함께있을 수 없습니다. 나는 당신의 음주에 질렸다. 
fear,"오전 2시에 끝나는 복싱 토너먼트에 갔을 때. 돌아 오는 길에는 혼자 였고 개 짖는 소리, 야행성 동물, 내 발소리가 들렸습니다. 그 지역에 유령이 있다는 소문이 돌았 다. "
neutral,그리고 나중에? 
fear,여보세요 ? 도와주세요 ? 내 컴퓨터 ! 오 이런 ... 
anger,"친구들이 나를 기다리지 않고 떠났을 때, 우리가 함께 외출하기로 한 뒤. "
sadness,악몽을 꾸고 일어 났을 때. 
fear,나는 몇 가지 문제에 직면 할 것이기 때문에 학업 결과가 두렵습니다. 내 한계와 무한한 문제가 무서워서 어떻게 대처해야할지 모르겠다. 
anger,난방 제어 장치가 더 이상 작동하지 않으므로 여름에도 차 안에서는 항상 약 100도 정도의 느낌이 듭니다. 
joy,학교 친구였던 남자로부터 예기치 않은 편지를 받았을 때. 
sadness,내가하지 않았 으면 좋았을 텐데요. 
sadness,제 여동생의 재정 상황과 그녀가 직면 한 일을 알았을 때. 
sadness,내 여자 친구는 몇 달 전에 우리가 함께 살던 집을 떠났습니다. 이것은 나를 매우 슬프게했습니다. 
neutral,"좋아요, 안녕하세요! "
anger,"나는 한때 누군가의 여자 친구와 사랑에 빠졌다는 비난을 받았는데, 그 소녀는 단지 내 친구이기 때문에 사실이 아닙니다. "
sadness,중국이 가난하다는 사실을 알면 좋은 참고서가 없습니다. 
joy,요즘 그는 트롤리로 여행하는 것이 아주 행복합니다. 
neutral,"좋아요, 나중에 설명하겠습니다. 이제 스크 램. "
neutral,물론이야 . 
sadness,낙담 한 정어리처럼 짜여진 그들은 마치 따뜻함을 위해 모인 것처럼 보였다. 
joy,내 남자 친구는 몇 달 동안 건강이 좋지 않아 이번 주에 의사는 건강이 회복되었다고 말했습니다. 
sadness,"이봐, 신디, 어제 정말 미안해. 모두 앞에서 소리 치지 말았어야 했어요. "
fear,아 !!! 왜 이렇게 오래 미루 었는지 치과 의사가 걱정 돼요 !! 
sadness,아니! 지루 해요! 내 PlayStation에서 Killer Zombies를 플레이하겠습니다! 
joy,침례를 받았을 때 나는 극도의 기쁨을 느꼈습니다. 나는 하나님과 하나였습니다. 
neutral,나는 동의한다 . TV에 광고가 있나요? 
joy,나는 내 아기를 낳아서 기뻤지 만 가끔은 헛되이 울곤했고 쉽게 화가났다. 
fear,내일을 두려워하지 않습니다. 어제 보았고 오늘을 사랑합니다 #less 
neutral,나는하지 않을 것이다. 
neutral,맞습니다. 시장에 나온 당일에 구입했습니다. 
anger,"그의 미소는 참을성 있고, 오줌 누고, 매우 슬펐습니다. "
fear,Swift에게는 화장품과 매춘 사이에 연관성이 있습니다. 신중하게 조립 된 외관은 종종 육체적 공포와 도덕적 오염을 모두 감추고 있습니다. 
sadness,가장 친한 친구 중 한 명이 예기치 않게 죽었을 때. 
neutral,"어, 그래. "
anger,분노한 동물은 크리스토퍼 로저스에게 돌격되어 그를 땅에 고정 시켰습니다. 
